	graphemes	phonemes	phones	lang
1944	heat	hˈit	xˈit	eng
1945	it	ˈɪt	ˈɪt	eng
1946	with	wˈɪð	wˈɪð	eng
1947	a	ʌ	ʌʔ	eng
1948				eng
1949	/w/	w	w	eng
1950	with	wˈɪð	wˈɪð	eng
1951	a	ʌ	ʌ	eng
1952	Umluft			eng
1953				eng
1954	mh	ˈɛmˈ	ˈɛmˈ	eng
1955	and	ʌnd	ən	eng
1956	then	ðˈɛn	ðˈɛn	eng
1957	it's	ˈɪts	ˈɪts	eng
1958	crispy	kɹˈɪspi	kɹˈɪspi	eng
1959				eng
1960	crispy	kɹˈɪspi	kɹˈɪspi	eng
1961	outside	ˈaʊtsˈaɪd	ˈaʊtsˈaɪd	eng
1962	and	ʌnd	æn	eng
1963	tender	tˈɛndɝ	tˈɛndɝ	eng
1964	inside	ˌɪnsˈaɪd	ˌɪnsˈaɪd	eng
1965				eng
1966	that	ðˈæt	ðˈæ	eng
1967	that	ðˈæt	ðˈæ	eng
1968	that's	ðˈæts	ðˈæts	eng
1969	what	wˈʌt	wˈʌt	eng
1970	I	ˈaɪ	ˈaɪ	eng
1971	want	wˈɑnt	wˈɑnt	eng
1972				eng
1973	I	ˈaɪ	ˈaɪ	eng
1974	think	θˈɪŋk	θˈɪŋk	eng
1975	the	ðʌ	ði	eng
1976	yeah	jˈæ	jˈæ	eng
1977	sometimes	sʌmtˈaɪmz	sʌmtˈaɪmz	eng
1978	they	ðˈeɪ	ðˈeɪ	eng
1979	they	ðˈeɪ	ðˈeɪ	eng
1980	more	mˈɔɹ	mˈɔɹ	eng
1981	delicious	dɪlˈɪʃʌs	dɪlˈɪʃʌs	eng
1982	then	ðˈɛn	ðˈɛn	eng
1983	a	ʌ	ʌ	eng
1984	steak	stˈeɪk	stˈeɪk	eng
1985				eng
1986	/ɪ/	ɪ	ɪ	eng
1987	if	ˈɪf	ˈɪf	eng
1988	the	ðʌ	ðə	eng
1989	chef	ʃˈɛf	ʃˈɛf	eng
1990	didn't	dˈɪdʌnt	dˈɪdʌnt	eng
1991	make	mˈeɪk	mˈeɪk	eng
1992	the	ðʌ	ðə	eng
1993				eng
1994	steak	stˈeɪk	stˈeɪk	eng
1995				eng
1996	quite	kwˈaɪt	kwˈaɪt	eng
1997	delicious	dɪlˈɪʃʌs	dɪlˈɪʃəs	eng
1998				eng
1999	and	ʌnd	æn	eng
2000				eng
2001	it's	ˈɪts	ˈɪts	eng
2002	not	nˈɑt	nˈɑt	eng
2003	a	ʌ	ʌ	eng
2004	medium	mˈidiʌm	mˈidiʌm	eng
2005	or	ˈɔɹ	ˈɔɹ	eng
2006	rare	ɹˈɛɹ	ɹˈɛɹ	eng
2007	it's	ˈɪts	ˈɪts	eng
2008	a	ʌ	ʌ	eng
2009				eng
2010	it's	ˈɪts	ˈɪts	eng
2011	already	ɔlɹˈɛdi	əɔlɹˈɛdi	eng
2012	overcooked	ˌoʊvɝkˈʊkt	ˌoʊvɝkˈʊkt	eng
2013	steak	stˈeɪk	stˈeɪk	eng
2014	then	ðˈɛn	ðˈən	eng
2015	compared	kʌmpˈɛɹd	kʌmpˈɛɹd	eng
2016	to	tˈu	tˈu	eng
2017	the	ðʌ	ðʌ	eng
2018	bread	bɹˈɛd	bɹˈɛd	eng
2019	oh	ˈoʊ	ˈoʊ	eng
2020	the	ðʌ	ðə	eng
2021	breadk	bɹɛdk	bɹɛdk	eng
2022	is	ˈɪz	ˈɪz	eng
2023	so	sˈoʊ	sˈoʊ	eng
2024	delicious	dɪlˈɪʃʌs	dɪlˈɪʃɕs	eng
2025				eng
2026	yeah	jˈæ	jˈæ	eng
2027	I	ˈaɪ	ˈaɪ	eng
2028	came	kˈeɪm	kˈeɪm	eng
2029	here	hˈiɹ	hˈiɹ	eng
2030	for	fˈɔɹ	fˈɔɹ	eng
2031	bread	bɹˈɛd	bɹˈɛd	eng
2032				eng
2033				eng
2034	I	ˈaɪ	ˈaɪ	eng
2035	I	ˈaɪ	ˈaɪ	eng
2036	don't	dˈoʊnt	dˈoʊnt	eng
2037	know	nˈoʊ	nˈoʊ	eng
2038	whether	wˈɛðɝ	wˈɛðɝ	eng
2039	you	jˈu	jˈu	eng
2040	have	hˈæv	hˈæv	eng
2041	went	wˈɛnt	wˈənt	eng
2042	to	tˈu	tˈu	eng
2043	the	ðʌ	ðə	eng
2044				eng
2045	uh	ˈʌ	ˈʌ	eng
2046	Greek	gɹˈik	gɹˈik	eng
2047	Greek	gɹˈik	gɹˈik	eng
2048	restaurant	ɹˈɛstɝˌɑnt	ɹˈɛstɝˌɑnt	eng
2049	but	bˈʌt	bˈʌʔ	eng
2050	yeah	jˈæ	jˈæ	eng
2051	though	ðˈoʊ	ðˈoʊ	eng
2052	it's	ˈɪts	ˈɪts	eng
2053	a	ʌ	ʌ	eng
2054	Greek	gɹˈik	gɹˈi	eng
2055	I	ˈaɪ	ˈaɪ	eng
2056	think	θˈɪŋk	θˈɪŋk	eng
2057				eng
2058				eng
2059				eng
2060	/wə/	wə	wə	eng
2061	which	wˈɪʧ	wˈɪʧ	eng
2062	one	wˈʌn	wˈʌn	eng
2063				eng
2064				eng
2065	I	ˈaɪ	ˈaɪ	eng
2066	don't	dˈoʊnt	dˈoʊnt	eng
2067	know	nˈoʊ	nˈoʊ	eng
2068				eng
2069	one	wˈʌn	wˈʌn	eng
2070	one	wˈʌn	wˈʌn	eng
2071	is	ˈɪz	ˈɪz	eng
2072				eng
2073	from	fɹˈʌm	fɹˈʌm	eng
2074	the	ðʌ	ðə	eng
2075	Keller	kˈɛlɝ	kˈɛlɝ	eng
2076	in	ɪn	ɪn	eng
2077	the	ðʌ	ðʌ	eng
2078	city	sˈɪti	sˈɪti	eng
2079	center	sˈɛntɝ	sˈɛntɝ	eng
2080				eng
2081	/k/	k	k	eng
2082	coz	kˈɑz	kˈɑz	eng
2083	they	ðˈeɪ	ðˈeɪ	eng
2084	have	hˈæv	hˈæv	eng
2085	Haxe			eng
2086	they	ðˈeɪ	ðˈeɪ	eng
2087	have	hˈæv	hˈæv	eng
2088	uh	ˈʌ	ˈʌ	eng
2089				eng
2090	sheep	ʃˈip	ʃˈip	eng
2091	Haxe			eng
2092				eng
2093				eng
2094	uh	ˈʌ	ˈʌ	eng
2095	they	ðˈeɪ	ðˈeɪ	eng
2096	also	ˈɔlsoʊ	ˈɔlsoʊ	eng
2097	have	hˈæv	hˈæv	eng
2098				eng
2099	mh	ˈɛmˈ	ˈɛm	eng
2100	fresh	fɹˈɛʃ	fɹˈɛʃ	eng
2101	fish	fˈɪʃ	fˈɪʃ	eng
2102				eng
2103	does	dˈʌz	dˈʌz	eng
2104	it	ˈɪt	ˈɪt	eng
2105	open	ˈoʊpʌn	ˈoʊpʌn	eng
2106	now	nˈaʊ	nˈaʊ	eng
2107				eng
2108	closed	klˈoʊzd	klˈoʊzd	eng
2109	for	fˈɔɹ	fˈɔɹ	eng
2110	quite	kwˈaɪt	kwˈaɪt	eng
2111	a	ʌ	ʌ	eng
2112	long	lˈɔŋ	lˈɔŋ	eng
2113	time	tˈaɪm	tˈaɪm	eng
2114	I	ˈaɪ	ˈaɪ	eng
2115	I	ˈaɪ	ˈaɪ	eng
2116	don't	dˈoʊnt	dˈoʊnt	eng
2117	know	nˈoʊ	nˈoʊ	eng
2118	and	ʌnd	æn	eng
2119	one	wˈʌn	wˈʌn	eng
2120				eng
2121	one	wˈʌn	wˈʌn	eng
2122	is	ˈɪz	ˈɪz	eng
2123	KFC	kˈeɪˈɛfsˈi	kˈeɪˈɛfsˈi	eng
2124				eng
2125	one	wˈʌn	wˈʌ	eng
2126	one	wˈʌn	wˈʌn	eng
2127	is	ˈɪz	ˈɪz	eng
2128	the	ðʌ	ðə	eng
2129	/e/	e	e	eng
2130	/e/	e	e	eng
2131	Asia	ˈeɪʒʌ	ˈeɪʒʌ	eng
2132	restaurant	ɹˈɛstɝˌɑnt	ɹˈɛstɝˌɑnt	eng
2133	and	ʌnd	æn	eng
2134	also	ˈɔlsoʊ	ˈɔlsoʊ	eng
2135	one	wˈʌn	wˈʌn	eng
2136	one	wˈʌn	wˈən	eng
2137	is	ˈɪz	ˈɪz	eng
2138	the	ðʌ	ðə	eng
2139	Greek	gɹˈik	gɹˈɪk	eng
2140	restaurant	ɹˈɛstɝˌɑnt	ɹˈɛstɝˌɑnt	eng
2141	and	ʌnd	æn	eng
2142				eng
2143	German	ʤˈɝmʌn	ʤˈɝmən	eng
2144	restaurant	ɹˈɛstɝˌɑnt	ɹˈɛstɝˌɑŋ	eng
2145				eng
2146	I'm	ˈaɪm	ˈaɪm	eng
2147	not	nˈɑt	nˈɑt	eng
2148	sure	ʃˈʊɹ	ʃˈʊɹ	eng
2149	but	bˈʌt	bˈʌʔ	eng
2150	/ɔ/	ɔ	ɔ	eng
2151	/ɔ/	ɔ	ɔ	eng
2152	also	ˈɔlsoʊ	ˈɔlsoʊ	eng
2153	one	wˈʌn	wˈan	eng
2154	from	fɹˈʌm	fɹˈʌm	eng
2155	uh	ˈʌ	ˈʌ	eng
2156	/sɪ/	sɪ	sɪ	eng
2157	Syria	sˈɪɹiʌ	sˈɪɹiʌ	eng
2158	/ð/	ð	ð	eng
2159	/ð/	ð	ð	eng
2160	that	ðˈæt	ðˈæt	eng
2161	way	wˈeɪ	wˈeɪ	eng
2162	we	wˈi	wˈi	eng
2163	went	wˈɛnt	wˈənt	eng
2164	to	tˈu	tˈu	eng
2165				eng
2166	we	wˈi	wˈi	eng
2167	went	wˈɛnt	wˈɛnt	eng
2168	there	ðˈɛɹ	ðˈɛɹ	eng
2169	for	fˈɔɹ	fˈɔɹ	eng
2170	I	ˈaɪ	ˈaɪ	eng
2171	I	ˈaɪ	ˈaɪ	eng
2172	don't	dˈoʊnt	dˈoʊnt	eng
2173	think	θˈɪŋk	θˈɪŋk	eng
2174	you	jˈu	jˈu	eng
2175	were	wˈɝ	wˈɝ	eng
2176	there	ðˈɛɹ	ðˈɛɹ	eng
2177				eng
2178	I	ˈaɪ	ˈaɪ	eng
2179	think	θˈɪŋk	θˈɪŋk	eng
2180	it's	ˈɪts	ˈɪts	eng
2181	two	tˈu	tˈu	eng
2182	years	jˈɪɹz	jˈɪɹz	eng
2183	ago	ʌgˈoʊ	ʌgˈoʊ	eng
2184				eng
2185	for	fˈɔɹ	fˈɔɹ	eng
2186	Christmas	kɹˈɪsmʌs	kɹˈɪsmʌs	eng
2187	party	pˈɑɹti	pˈɑɹti	eng
2188	for	fˈɔɹ	fˈɔɹ	eng
2189	Christmas	kɹˈɪsmʌs	kɹˈɪsmʌs	eng
2190				eng
2191	greetings	gɹˈitɪŋz	gɹˈitɪnz	eng
2192	for	fˈɔɹ	fˈɔɹ	eng
2193	the	ðʌ	ðə	eng
2194	whole	hˈoʊl	hˈoʊl	eng
2195	English	ˈɪŋglɪʃ	ˈɪŋglɪʃ	eng
2196	group	gɹˈup	gɹˈup	eng
2197	and	ʌnd	æn	eng
2198	we	wˈi	wˈi	eng
2199	went	wˈɛnt	wˈənt	eng
2200	to	tˈu	tˈu	eng
2201	the	ðʌ	ðə	eng
2202	Syria	sˈɪɹiʌ	sˈɪɹiʌ	eng
2203	restaurant	ɹˈɛstɝˌɑnt	ɹˈɛstɝˌɑnt	eng
2204				eng
2205	it's	ˈɪts	ˈɪts	eng
2206	it's	ˈɪts	ˈɪts	eng
2207	okay	ˌoʊkˈeɪ	ˌoʊkˈeɪ	eng
2208	and	ʌnd	æn	eng
2209	German	ʤˈɝmʌn	ʤˈɝmə	eng
2210	restaurant	ɹˈɛstɝˌɑnt	ɹˈɛstɝˌɑŋ	eng
2211				eng
2212	mh	ˈɛmˈeɪʧ	ˈɛmˈeɪʧ	eng
2213				eng
2214	traditional	tɹʌdˈɪʃʌnʌl	tɹʌdˈɪʃʌnʌl	eng
2215	German	ʤˈɝmʌn	ʤˈɝmən	eng
2216	restaurants	ɹˈɛstɝˌɑnts	ɹˈɛstɝˌɑnts	eng
2217				eng
2218	/æ/	æ	æ	eng
2219	and	ʌnd	æn	eng
2220	one	wˈʌn	wˈʌn	eng
2221	from	fɹˈʌm	fɹˈʌm	eng
2222	Mexico	mˈɛksʌkˌoʊ	mˈɛksʌkˌoʊ	eng
2223				eng
2224	yeah	jˈæ	jˈæ	eng
2225				eng
2226	not	nˈɑt	nˈɑt	eng
2227	not	nˈɑt	nˈɑt	eng
2228	far	fˈɑɹ	fˈɑɹ	eng
2229	away	ʌwˈeɪ	ʌwˈeɪ	eng
2230	from	fɹˈʌm	fɹˈʌm	eng
2231	the	ðʌ	ðə	eng
2232	ice	ˈaɪs	ˈaɪs	eng
2233	center	sˈɛntɝ	sˈɛntɝ	eng
2234				eng
2235	/ɪtɑ/	ɪtɑ	ɪtɑ	eng
2236	Italian	ˌɪtˈæljʌn	ˌɪtˈaljən	eng
2237				eng
2238	no	nˈoʊ	nˈoʊ	eng
2239	Vapiano	væpiɑnow	væpiɑnow	eng
2240	no	nˈoʊ	nˈoʊ	eng
2241				eng
2242				eng
2243	coz	kˈɑz	kˈɑz	eng
2244				eng
2245	coz	kˈɑz	kˈɑz	eng
2246	Italian	ˌɪtˈæljʌn	ˌɪtˈaljən	eng
2247	noodles	nˈudʌlz	nˈudʌlz	eng
2248				eng
2249	I	ˈaɪ	ˈaɪ	eng
2250	I	ˈaɪ	ˈaɪ	eng
2251	think	θˈɪŋk	θˈɪŋk	eng
2252	they	ðˈeɪ	ðˈeɪ	eng
2253	they	ðˈeɪ	ðˈeɪ	eng
2254	learn	lˈɝn	lˈɝn	eng
2255	from	fɹˈʌm	fɹˈʌm	eng
2256	the	ðʌ	ðʌ	eng
2257	Chinese	ʧaɪnˈiz	ʧaɪnˈiz	eng
2258	noodles	nˈudʌlz	nˈudʌlz	eng
2259				eng
2260				eng
2261	coz	kˈɑz	kˈɑz	eng
2262	coz	kˈɑz	kˈɑz	eng
2263	the	ðʌ	ðə	eng
2264	way	wˈeɪ	wˈeɪ	eng
2265	they	ðˈeɪ	ðˈeɪ	eng
2266	they	ðˈeɪ	ðˈeɪ	eng
2267	cook	kˈʊk	kˈuk	eng
2268	them	ðˈɛm	ðˈɛm	eng
2269	they	ðˈeɪ	ðˈeɪ	eng
2270				eng
2271	they	ðˈeɪ	ðˈeɪ	eng
2272	slice	slˈaɪs	slˈaɪs	eng
2273	them	ðˈɛm	ðˈɛm	eng
2274	in	ɪn	ɪn	eng
2275	the	ðʌ	ðə	eng
2276	oil	ˈɔɪl	ˈɔɪl	eng
2277				eng
2278	they	ðˈeɪ	ðˈeɪ	eng
2279	they	ðˈeɪ	ðˈeɪ	eng
2280	learn	lˈɝn	lˈɝn	eng
2281	the	ðʌ	ðə	eng
2282	way	wˈeɪ	wˈeɪ	eng
2283	from	fɹˈʌm	fɹˈʌm	eng
2284	/ʧɑɪn/	ʧɑɪn	ʧɑɪn	eng
2285	Chinese	ʧaɪnˈiz	ʧaɪnˈɪz	eng
2286	foods	fˈudz	fˈudz	eng
2287	yeah	jˈæ	jˈæ	eng
2288				eng
2289	/kə/	kə	kə	eng
2290	coz	kˈɑz	kˈɑz	eng
2291	Marc	mˈɑɹk	mˈɑɹk	eng
2292	Polo	pˈoʊloʊ	pˈoʊloʊ	eng
2293	brought	bɹˈɔt	bɹˈɔt	eng
2294	the	ðʌ	ðə	eng
2295	way	wˈeɪ	wˈeɪ	eng
2296	from	fɹˈʌm	fɹˈʌm	eng
2297	far	fˈɑɹ	fˈɑɹ	eng
2298	away	ʌwˈeɪ	ʌwˈeɪ	eng
2299	from	fɹˈʌm	fɹˈʌm	eng
2300	China	ʧˈaɪnʌ	ʧˈaɪnʌ	eng
2301	to	tˈu	tˈu	eng
2302	Italy	ˈɪtʌli	ˈɪtʌli	eng
2303				eng
2304	Italian	ˌɪtˈæljʌn	ˌɪtˈæljʌn	eng
2305	foods	fˈudz	fˈudz	eng
2306	no	nˈoʊ	nˈoʊ	eng
2307	they	ðˈeɪ	ðˈeɪ	eng
2308	they	ðˈeɪ	ðˈeɪ	eng
2309	don't	dˈoʊnt	dˈoʊnt	eng
2310	exist	ɪgzˈɪst	ɪgzˈɪst	eng
2311				eng
2312	/ʤə/	ʤə	ʤə	eng
2313	just	ʤˈʌst	ʤˈʌs	eng
2314	because	bɪkˈɔz	bɪkˈɔz	eng
2315	we	wˈi	wˈi	eng
2316	seldom	sˈɛldʌm	sˈɛldʌm	eng
2317	eat	ˈit	ˈit	eng
2318	cheese	ʧˈiz	ʧˈiz	eng
2319	but	bˈʌt	bˈʌ	eng
2320	but	bˈʌt	bˈʌ	eng
2321				eng
2322	they	ðˈeɪ	ðˈeɪ	eng
2323	have	hˈæv	hˈæv	eng
2324	kinds	kˈaɪndz	kˈaɪndz	eng
2325	of	ˈʌv	ˈʌv	eng
2326	so	sˈoʊ	sˈoʊ	eng
2327	they	ðˈeɪ	ðˈeɪ	eng
2328	combine	kˈɑmbaɪn	kˈɑmbaɪn	eng
2329				eng
2330	hotpot	hˈɑtpˌɔt	hˈɑtpˌɔt	eng
2331				eng
2332	barbecue	bˈɑɹbɪkjˌu	bˈɑbɪkjˌu	eng
2333				eng
2334	ehm	ɛm	ɛm	eng
2335				eng
2336	ehm	ɛm	ɛm	eng
2337				eng
2338	from	fɹˈʌm	fɹˈʌm	eng
2339	from	fɹˈʌm	fɹˈʌm	eng
2340	Sichuan	sˌɪʧwˈɑn	sˌɪʧwˈɑn	eng
2341	province	pɹˈɑvʌns	pɹˈɑvʌns	eng
2342	have	hˈæv	hˈæv	eng
2343	you	jˈu	jˈu	eng
2344	ever	ˈɛvɝ	ˈɛvɝ	eng
2345	been	bˈɪn	bˈɪn	eng
2346	there?	ðˈɛɹ?	ðˈɛɹ?	eng
2347				eng
2348	really	ɹˈɪli	ɹˈɪli	eng
2349				eng
2350	but	bˈʌt	bˈʌ	eng
2351	but	bˈʌt	bˈʌ	eng
2352	is	ˈɪz	ˈɪz	eng
2353	it	ˈɪt	ˈɪt	eng
2354	is	ˈɪz	ˈɪz	eng
2355	it	ˈɪt	ˈɪt	eng
2356	delicious?	dɪlˈɪʃʌs?	dɪlˈɪʃəs?	eng
2357				eng
2358	German	ʤˈɝmʌn	ʤˈɝmən	eng
2359	people	pˈipʌl	pˈipʌl	eng
2360	seldom	sˈɛldʌm	sˈɛldʌm	eng
2361	eat	ˈit	ˈit	eng
2362	spicy	spˈaɪsi	spˈaɪsi	eng
2363	foods	fˈudz	fˈudz	eng
2364				eng
2365	why?	wˈaɪ?	wˈaɪ?	eng
2366	coz	kˈɑz	kˈɑz	eng
2367	it's	ˈɪts	ˈɪs	eng
2368	dry	dɹˈaɪ	dɹˈaɪ	eng
2369	here?	hˈiɹ?	hˈiɹ?	eng
2370				eng
2371	yeah	jˈæ	jˈæ	eng
2372	coz	kˈɑz	kˈɑz	eng
2373	coz	kˈɑz	kˈɑz	eng
2374	it's	ˈɪts	ˈɪs	eng
2375	the	ðʌ	ðə	eng
2376	the	ðʌ	ðə	eng
2377	climate	klˈaɪmʌt	klˈaɪmʌt	eng
2378	is	ˈɪz	ˈɪz	eng
2379	quite	kwˈaɪt	kwˈaɪt	eng
2380	dry	dɹˈaɪ	dɹˈaɪ	eng
2381	and	ʌnd	æn	eng
2382	/ɪ/	ɪ	ɪ	eng
2383	if	ˈɪf	ˈɪf	eng
2384	you	jˈu	jˈu	eng
2385	eat	ˈit	ˈit	eng
2386	spicy	spˈaɪsi	spˈaɪsi	eng
2387	yeah	jˈæ	jˈæ	eng
2388	we	wˈi	wˈi	eng
2389	we	wˈi	wˈi	eng
2390	northern	nˈɔɹðɝn	nˈɔɹðɝn	eng
2391	northern	nˈɔɹðɝn	nˈɔɹðɝn	eng
2392	people	pˈipʌl	pˈipʌl	eng
2393	seldom	sˈɛldʌm	sˈɛldʌm	eng
2394	eat	ˈit	ˈit	eng
2395	spicy	spˈaɪsi	spˈaɪsi	eng
2396	foods	fˈudz	fˈudz	eng
2397	coz	kˈɑz	kˈɑz	eng
2398	it's	ˈɪts	ˈɪts	eng
2399	dry	dɹˈaɪ	dɹˈaɪ	eng
2400	and	ʌnd	æn	eng
2401	it	ˈɪt	ˈɪt	eng
2402	makes	mˈeɪks	mˈeɪks	eng
2403	you	jˈu	jˈu	eng
2404	feels	fˈilz	fˈilz	eng
2405	not	nˈɑt	nˈɑ	eng
2406	so	sˈoʊ	sˈoʊ	eng
2407	good	gˈʊd	gˈʊd	eng
2408	but	bˈʌt	bˈʌ	eng
2409	but	bˈʌt	bˈʌ	eng
2410	in	ɪn	ɪn	eng
2411	southern	sˈʌðɝn	sˈʌðɝn	eng
2412	places	plˈeɪsʌz	plˈeɪsʌz	eng
2413				eng
2414	you	jˈu	jˈu	eng
2415				eng
2416	/wə/	wə	wə	eng
2417	/wə/	wə	wə	eng
2418	when	wˈɛn	wˈɛn	eng
2419	you	jˈu	jˈu	eng
2420	eat	ˈit	ˈit	eng
2421	spicy	spˈaɪsi	spˈaɪsi	eng
2422	food	fˈud	fˈud	eng
2423	then	ðˈɛn	ðˈɛn	eng
2424	you	jˈu	jˈu	eng
2425	sweat	swˈɛt	swˈɛt	eng
2426	every	ˈɛvɝi	ˈɛvɝi	eng
2427	day	dˈeɪ	dˈeɪ	eng
2428	coz	kˈɑz	kˈɑz	eng
2429	coz	kˈɑz	kˈɑz	eng
2430	it's	ˈɪts	ˈɪs	eng
2431	wet	wˈɛt	wˈæt	eng
2432	it's	ˈɪts	ˈɪs	eng
2433	hot	hˈɑt	hˈɑt	eng
2434	yeah	jˈæ	jˈæ	eng
2435				eng
2436	but	bˈʌt	bˈʌ	eng
2437	I	ˈaɪ	ˈaɪ	eng
2438	I	ˈaɪ	ˈaɪ	eng
2439	don't	dˈoʊnt	dˈoʊnt	eng
2440	know	nˈoʊ	nˈoʊ	eng
2441	uh	ˈʌ	ˈʌ	eng
2442	eating	ˈitɪŋ	ˈitɪn	eng
2443	spicy	spˈaɪsi	spˈaɪsi	eng
2444	foods	fˈudz	fˈudz	eng
2445	makes	mˈeɪks	mˈeɪks	eng
2446	you	jˈu	jˈu	eng
2447	happier	hˈæpiɝ	xˈæpiɝ	eng
2448				eng
2449	the	ðʌ	ðə	eng
2450	I	ˈaɪ	ˈaɪ	eng
2451	I	ˈaɪ	ˈaɪ	eng
2452	mean	mˈin	mˈin	eng
2453	there	ðˈɛɹ	ðˈɛɹ	eng
2454	was	wˈɑz	wˈɑz	eng
2455	a	ʌ	ʌ	eng
2456	saying	sˈeɪɪŋ	sˈeɪɪŋ	eng
2457	there	ðˈɛɹ	ðˈɛɹ	eng
2458	there	ðˈɛɹ	ðˈɛɹ	eng
2459	is	ˈɪz	ˈɪz	eng
2460	a	ʌ	ʌ	eng
2461	saying	sˈeɪɪŋ	sˈeɪɪn	eng
2462	about	ʌbˈaʊt	ʌbˈaʊt	eng
2463	it	ˈɪt	ˈɪt	eng
2464				eng
2465	and	ʌnd	æn	eng
2466	and	ʌnd	æn	eng
2467	some	sˈʌm	sˈʌm	eng
2468	researches	ɹisˈɝʧɪz	ɹisˈɝʧəz	eng
2469	researches	ɹisˈɝʧɪz	ɹisˈɝʧəz	eng
2470				eng
2471	coz	kˈɑz	kˈɑz	eng
2472	some	sˈʌm	sˈʌm	eng
2473	/kə/	kə	kə	eng
2474	/kəmɪ/	kəmɪ	kəmɪ	eng
2475	chemical	kˈɛmɪkʌl	kˈɛmɪkʌl	eng
2476	in	ɪn	ɪn	eng
2477	the	ðʌ	ðə	eng
2478				eng
2479	peppers	pˈɛpɝz	pˈɛpɝz	eng
2480	in	ɪn	ɪn	eng
2481	the	ðʌ	ðə	eng
2482	chillis	t͡ʃɪlɪs	t͡ʃɪlɪs	eng
2483	makes	mˈeɪks	mˈeɪks	eng
2484	you	jˈu	jˈu	eng
2485				eng
2486	exciting	ɪksˈaɪtɪŋ	ɪksˈaɪtɪŋ	eng
2487	makes	mˈeɪks	mˈeɪks	eng
2488	you	jˈu	jˈu	eng
2489				eng
2490	mh	ˈɛmˈ	ˈɛmˈ	eng
2491				eng
2492	more	mˈɔɹ	mˈɔɹ	eng
2493	yeah	jˈæ	jˈæ	eng
2494	/ʤ/	ʤ	ʤ	eng
2495	/ʤ/	ʤ	ʤ	eng
2496	just	ʤˈʌst	ʤˈʌs	eng
2497	makes	mˈeɪks	mˈeɪks	eng
2498	you	jˈu	jˈu	eng
2499	happy	hˈæpi	hˈæpi	eng
2500				eng
2501	if	ˈɪf	ˈɪf	eng
2502	you	jˈu	jˈu	eng
2503	eat	ˈit	ˈɪt	eng
2504	them	ðˈɛm	ðˈəm	eng
2505				eng
2506				eng
2507	and	ʌnd	ænd	eng
2508	my	mˈaɪ	mˈaɪ	eng
2509	my	mˈaɪ	mˈaɪ	eng
2510	boyfriend	bˈɔɪfɹˌɛnd	bˈɔɪfɹˌɛn	eng
2511				eng
2512	cook	kˈʊk	kˈʊk	eng
2513	cooks	kˈʊks	kˈʊks	eng
2514	every	ˈɛvɝi	ˈɛvɝi	eng
2515	dish	dˈɪʃ	dˈɪʃ	eng
2516	with	wˈɪð	wˈɪð	eng
2517	sugar	ʃˈʊgɝ	ʃˈʊgɝ	eng
2518	and	ʌnd	æn	eng
2519	then	ðˈɛn	ðˈɛn	eng
2520	he	hˈi	hˈi	eng
2521	came	kˈeɪm	kˈeɪm	eng
2522	home	hˈoʊm	hˈoʊm	eng
2523				eng
2524	and	ʌnd	æn	eng
2525	so	sˈoʊ	sˈoʊ	eng
2526	I	ˈaɪ	ˈaɪ	eng
2527	have	hˈæv	hˈæv	eng
2528				eng
2529	a	ʌ	ʌ	eng
2530	quite	kwˈaɪt	kwˈaɪt	eng
2531	a	ʌ	ʌ	eng
2532	long	lˈɔŋ	lˈɔŋ	eng
2533	time	tˈaɪm	tˈaɪm	eng
2534	that	ðˈæt	ðˈæt	eng
2535	I	ˈaɪ	ˈaɪ	eng
2536	I	ˈaɪ	ˈaɪ	eng
2537	didn't	dˈɪdʌnt	dˈɪdʌnt	eng
2538	eat	ˈit	ˈi	eng
2539	spicy	spˈaɪsi	spˈaɪsi	eng
2540	foods	fˈudz	fˈudz	eng
2541	and	ʌnd	ʌnd	eng
2542	I	ˈaɪ	ˈaɪ	eng
2543	miss	mˈɪs	mˈɪz	eng
2544	spicy	spˈaɪsi	spˈaɪsi	eng
2545	foods	fˈudz	fˈudz	eng
2546	they	ðˈeɪ	ðˈeɪ	eng
2547	uh	ˈʌ	ˈʌ	eng
2548	/h/	h	h	eng
2549	how	hˈaʊ	xˈaʊ	eng
2550	long	lˈɔŋ	lˈɔŋ	eng
2551	just	ʤˈʌst	ʤˈʌst	eng
2552	two	tˈu	tˈu	eng
2553	years	jˈɪɹz	jˈɪɹz	eng
2554				eng
2555	but	bˈʌt	bˈʌʔ	eng
2556	but	bˈʌt	bˈʌt	eng
2557	I	ˈaɪ	ˈaɪ	eng
2558	did	dˈɪd	dˈɪd	eng
2559	I	ˈaɪ	ˈaɪ	eng
2560	didn't	dˈɪdʌnt	dˈɪdʌnt	eng
2561	change	ʧˈeɪnʤ	ʧˈeɪnʤ	eng
2562	a	ʌ	ʌ	eng
2563	habbit	hæbət	hæbɪt	eng
2564	and	ʌnd	æn	eng
2565	when	wˈɛn	wˈɛn	eng
2566	he	hˈi	hˈi	eng
2567	came	kˈeɪm	kˈeɪm	eng
2568	home	hˈoʊm	hˈoʊm	eng
2569				eng
2570	I	ˈaɪ	ˈaɪ	eng
2571	eat	ˈit	ˈit	eng
2572				eng
2573	quite	kwˈaɪt	kwˈaɪt	eng
2574	spicy	spˈaɪsi	spˈaɪsi	eng
2575	foods	fˈudz	fˈudz	eng
2576	every	ˈɛvɝi	ˈɛvɝi	eng
